歌曲id,曲名,分类,难度标签,定数,类别
11446,otorii INNOVATED -[i]3-,音击&中二节奏,14,14.5,DX
11447,エゴロック,niconico & VOCALOID,5,5.0,DX
11447,エゴロック,niconico & VOCALOID,7+,7.7,DX
11447,エゴロック,niconico & VOCALOID,10,10.5,DX
11447,エゴロック,niconico & VOCALOID,13+,13.8,DX
11448,ただ選択があった,niconico & VOCALOID,2,2.0,DX
11448,ただ選択があった,niconico & VOCALOID,6,6.0,DX
11448,ただ選択があった,niconico & VOCALOID,9,9.0,DX
11448,ただ選択があった,niconico & VOCALOID,12+,12.7,DX
11449,パズルリボン,音击&中二节奏,5,5.0,DX
11449,パズルリボン,音击&中二节奏,7+,7.8,DX
11449,パズルリボン,音击&中二节奏,11,11.2,DX
11449,パズルリボン,音击&中二节奏,13,13.3,DX
11451,Transcend Lights,音击&中二节奏,4,4.0,DX
11451,Transcend Lights,音击&中二节奏,7,7.0,DX
11451,Transcend Lights,音击&中二节奏,11,11.5,DX
11451,Transcend Lights,音击&中二节奏,13,13.5,DX
11452,ホシシズク,舞萌,4,4.0,DX
11452,ホシシズク,舞萌,7+,7.8,DX
11452,ホシシズク,舞萌,10,10.5,DX
11452,ホシシズク,舞萌,13,13.1,DX
11453,Rainbow Rush Story,舞萌,4,4.0,DX
11453,Rainbow Rush Story,舞萌,8,8.5,DX
11453,Rainbow Rush Story,舞萌,10,10.5,DX
11453,Rainbow Rush Story,舞萌,13+,13.8,DX
11454,Tricolor⁂circuS,舞萌,4,4.0,DX
11454,Tricolor⁂circuS,舞萌,7,7.0,DX
11454,Tricolor⁂circuS,舞萌,10+,10.7,DX
11454,Tricolor⁂circuS,舞萌,14,14.0,DX
11455,[X],舞萌,5,5.0,DX
11455,[X],舞萌,8,8.0,DX
11455,[X],舞萌,12,12.0,DX
11455,[X],舞萌,13+,13.7,DX
11456,分解収束テイル,舞萌,3,3.0,DX
11456,分解収束テイル,舞萌,7+,7.8,DX
11456,分解収束テイル,舞萌,11,11.0,DX
11456,分解収束テイル,舞萌,13+,13.7,DX
11457,mystique as iris,舞萌,5,5.0,DX
11457,mystique as iris,舞萌,9+,9.7,DX
11457,mystique as iris,舞萌,12+,12.8,DX
11457,mystique as iris,舞萌,14+,14.6,DX
11458,Rising on the horizon,舞萌,5,5.0,DX
11458,Rising on the horizon,舞萌,8,8.0,DX
11458,Rising on the horizon,舞萌,12+,12.7,DX
11458,Rising on the horizon,舞萌,14,14.4,DX
11459,You Mean the World to Me,舞萌,3,3.0,DX
11459,You Mean the World to Me,舞萌,7,7.2,DX
11459,You Mean the World to Me,舞萌,11,11.5,DX
11459,You Mean the World to Me,舞萌,13+,13.7,DX
11460,Neon Kingdom,舞萌,4,4.0,DX
11460,Neon Kingdom,舞萌,6,6.8,DX
11460,Neon Kingdom,舞萌,10+,10.9,DX
11460,Neon Kingdom,舞萌,13+,13.8,DX
11461,#狂った民族２ PRAVARGYAZOOQA,舞萌,6,6.0,DX
11461,#狂った民族２ PRAVARGYAZOOQA,舞萌,7+,7.8,DX
11461,#狂った民族２ PRAVARGYAZOOQA,舞萌,12+,12.7,DX
11461,#狂った民族２ PRAVARGYAZOOQA,舞萌,14,14.4,DX
11462,VSpook!,舞萌,6,6.0,DX
11462,VSpook!,舞萌,8,8.0,DX
11462,VSpook!,舞萌,12+,12.9,DX
11462,VSpook!,舞萌,14,14.3,DX
11463,RIFFRAIN,舞萌,3,3.0,DX
11463,RIFFRAIN,舞萌,6,6.0,DX
11463,RIFFRAIN,舞萌,9+,9.7,DX
11463,RIFFRAIN,舞萌,13,13.2,DX
11464,Falling,舞萌,4,4.0,DX
11464,Falling,舞萌,7,7.0,DX
11464,Falling,舞萌,10,10.2,DX
11464,Falling,舞萌,13,13.4,DX
11465,ピリオドサイン,舞萌,4,4.0,DX
11465,ピリオドサイン,舞萌,7+,7.8,DX
11465,ピリオドサイン,舞萌,10+,10.7,DX
11465,ピリオドサイン,舞萌,13,13.5,DX
11466,群青シグナル,舞萌,5,5.0,DX
11466,群青シグナル,舞萌,8,8.2,DX
11466,群青シグナル,舞萌,11+,11.7,DX
11466,群青シグナル,舞萌,13+,13.8,DX
11467,Beat Opera op.1,舞萌,3,3.0,DX
11467,Beat Opera op.1,舞萌,7+,7.7,DX
11467,Beat Opera op.1,舞萌,10+,10.8,DX
11467,Beat Opera op.1,舞萌,14,14.0,DX
11468,星見草,舞萌,4,4.0,DX
11468,星見草,舞萌,8,8.0,DX
11468,星見草,舞萌,11,11.0,DX
11468,星見草,舞萌,13+,13.8,DX
11469,"""411Ψ892""",舞萌,5,5.0,DX
11469,"""411Ψ892""",舞萌,8+,8.7,DX
11469,"""411Ψ892""",舞萌,12+,12.7,DX
11469,"""411Ψ892""",舞萌,14,14.3,DX
11470,康莊大道,舞萌,6,6.0,DX
11470,康莊大道,舞萌,8+,8.7,DX
11470,康莊大道,舞萌,13,13.2,DX
11470,康莊大道,舞萌,14+,14.7,DX
11471,蜘蛛の糸,音击&中二节奏,5,5.0,DX
11471,蜘蛛の糸,音击&中二节奏,8+,8.8,DX
11471,蜘蛛の糸,音击&中二节奏,12+,12.8,DX
11471,蜘蛛の糸,音击&中二节奏,14,14.2,DX
11472,Don't Fight The Music,音击&中二节奏,5,5.0,DX
11472,Don't Fight The Music,音击&中二节奏,9,9.0,DX
11472,Don't Fight The Music,音击&中二节奏,12+,12.8,DX
11472,Don't Fight The Music,音击&中二节奏,14,14.1,DX
11473,Catch Me If You Can,音击&中二节奏,5,5.0,DX
11473,Catch Me If You Can,音击&中二节奏,7,7.0,DX
11473,Catch Me If You Can,音击&中二节奏,10+,10.8,DX
11473,Catch Me If You Can,音击&中二节奏,13,13.2,DX
11474,MAGNETAR GIRL,音击&中二节奏,5,5.0,DX
11474,MAGNETAR GIRL,音击&中二节奏,8,8.0,DX
11474,MAGNETAR GIRL,音击&中二节奏,10+,10.7,DX
11474,MAGNETAR GIRL,音击&中二节奏,13+,13.8,DX
11475,SUPER AMBULANCE,音击&中二节奏,6,6.0,DX
11475,SUPER AMBULANCE,音击&中二节奏,8+,8.7,DX
11475,SUPER AMBULANCE,音击&中二节奏,12,12.0,DX
11475,SUPER AMBULANCE,音击&中二节奏,14,14.3,DX
11477,Ghost Dance,音击&中二节奏,4,4.0,DX
11477,Ghost Dance,音击&中二节奏,7+,7.7,DX
11477,Ghost Dance,音击&中二节奏,10,10.0,DX
11477,Ghost Dance,音击&中二节奏,13,13.3,DX
11478,電光石火,音击&中二节奏,5,5.0,DX
11478,電光石火,音击&中二节奏,8,8.0,DX
11478,電光石火,音击&中二节奏,12+,12.8,DX
11478,電光石火,音击&中二节奏,14,14.3,DX
11479,Hainuwele,音击&中二节奏,5,5.0,DX
11479,Hainuwele,音击&中二节奏,8,8.0,DX
11479,Hainuwele,音击&中二节奏,12+,12.9,DX
11479,Hainuwele,音击&中二节奏,14,14.3,DX
11481,アニマル,niconico & VOCALOID,3,3.0,DX
11481,アニマル,niconico & VOCALOID,7+,7.8,DX
11481,アニマル,niconico & VOCALOID,10+,10.8,DX
11481,アニマル,niconico & VOCALOID,13,13.1,DX
11482,ジレンマ,niconico & VOCALOID,3,3.0,DX
11482,ジレンマ,niconico & VOCALOID,7,7.5,DX
11482,ジレンマ,niconico & VOCALOID,10,10.2,DX
11482,ジレンマ,niconico & VOCALOID,12+,12.9,DX
11483,踊,流行&动漫,2,2.0,DX
11483,踊,流行&动漫,6,6.5,DX
11483,踊,流行&动漫,8,8.5,DX
11483,踊,流行&动漫,11,11.5,DX
11483,踊,流行&动漫,13,13.2,DX
11485,フォニイ,niconico & VOCALOID,2,2.0,DX
11485,フォニイ,niconico & VOCALOID,6,6.2,DX
11485,フォニイ,niconico & VOCALOID,9+,9.8,DX
11485,フォニイ,niconico & VOCALOID,11,11.5,DX
11485,フォニイ,niconico & VOCALOID,13,13.3,DX
11486,ヴィラン,niconico & VOCALOID,2,2.0,DX
11486,ヴィラン,niconico & VOCALOID,6,6.0,DX
11486,ヴィラン,niconico & VOCALOID,9,9.2,DX
11486,ヴィラン,niconico & VOCALOID,11+,11.9,DX
11486,ヴィラン,niconico & VOCALOID,13,13.0,DX
11487,EYE,niconico & VOCALOID,2,2.0,DX
11487,EYE,niconico & VOCALOID,6,6.5,DX
11487,EYE,niconico & VOCALOID,9,9.0,DX
11487,EYE,niconico & VOCALOID,13,13.0,DX
11488,スカーレット警察のゲットーパトロール24時,东方Project,3,3.0,DX
11488,スカーレット警察のゲットーパトロール24時,东方Project,7,7.0,DX
11488,スカーレット警察のゲットーパトロール24時,东方Project,9,9.5,DX
11488,スカーレット警察のゲットーパトロール24時,东方Project,13,13.5,DX
11489,田中,其他游戏,5,5.0,DX
11489,田中,其他游戏,8,8.5,DX
11489,田中,其他游戏,12,12.1,DX
11489,田中,其他游戏,14,14.3,DX
11490,Random,其他游戏,3,3.0,DX
11490,Random,其他游戏,7,7.0,DX
11490,Random,其他游戏,11,11.2,DX
11490,Random,其他游戏,13+,13.7,DX
11491,Luminaria,其他游戏,5,5.0,DX
11491,Luminaria,其他游戏,7+,7.8,DX
11491,Luminaria,其他游戏,12,12.2,DX
11491,Luminaria,其他游戏,14,14.0,DX
11492,群青讃歌,niconico & VOCALOID,1,1.0,DX
11492,群青讃歌,niconico & VOCALOID,6,6.2,DX
11492,群青讃歌,niconico & VOCALOID,9,9.5,DX
11492,群青讃歌,niconico & VOCALOID,12,12.4,DX
11493,セカイ,niconico & VOCALOID,2,2.0,DX
11493,セカイ,niconico & VOCALOID,6,6.0,DX
11493,セカイ,niconico & VOCALOID,10,10.0,DX
11493,セカイ,niconico & VOCALOID,12+,12.8,DX
11494,ワーワーワールド,niconico & VOCALOID,3,3.0,DX
11494,ワーワーワールド,niconico & VOCALOID,6,6.2,DX
11494,ワーワーワールド,niconico & VOCALOID,9+,9.7,DX
11494,ワーワーワールド,niconico & VOCALOID,13,13.0,DX
11495,銀のめぐり,东方Project,3,3.0,DX
11495,銀のめぐり,东方Project,6,6.5,DX
11495,銀のめぐり,东方Project,10,10.0,DX
11495,銀のめぐり,东方Project,12+,12.9,DX
11496,Destiny Runner,东方Project,4,4.0,DX
11496,Destiny Runner,东方Project,7+,7.7,DX
11496,Destiny Runner,东方Project,11,11.2,DX
11496,Destiny Runner,东方Project,13+,13.9,DX
11498,モンダイナイトリッパー！,流行&动漫,4,4.0,DX
11498,モンダイナイトリッパー！,流行&动漫,7,7.0,DX
11498,モンダイナイトリッパー！,流行&动漫,10+,10.7,DX
11498,モンダイナイトリッパー！,流行&动漫,13+,13.6,DX
11499,マーシャル・マキシマイザー,niconico & VOCALOID,4,4.0,DX
11499,マーシャル・マキシマイザー,niconico & VOCALOID,7,7.2,DX
11499,マーシャル・マキシマイザー,niconico & VOCALOID,9+,9.8,DX
11499,マーシャル・マキシマイザー,niconico & VOCALOID,13,13.2,DX
11500,秋の未確認生物,niconico & VOCALOID,4,4.0,DX
11500,秋の未確認生物,niconico & VOCALOID,7,7.2,DX
11500,秋の未確認生物,niconico & VOCALOID,10,10.5,DX
11500,秋の未確認生物,niconico & VOCALOID,12+,12.9,DX
11502,エナドリおいしいソング,其他游戏,5,5.0,DX
11502,エナドリおいしいソング,其他游戏,8+,8.7,DX
11502,エナドリおいしいソング,其他游戏,12+,12.8,DX
11502,エナドリおいしいソング,其他游戏,13+,13.9,DX
11503,Baddest,流行&动漫,5,5.0,DX
11503,Baddest,流行&动漫,7,7.5,DX
11503,Baddest,流行&动漫,10+,10.7,DX
11503,Baddest,流行&动漫,13+,13.7,DX
11504,ばかみたい【Taxi Driver Edition】,其他游戏,2,2.0,DX
11504,ばかみたい【Taxi Driver Edition】,其他游戏,6,6.5,DX
11504,ばかみたい【Taxi Driver Edition】,其他游戏,12,12.0,DX
11504,ばかみたい【Taxi Driver Edition】,其他游戏,13,13.4,DX
11505,れっつ！みらくる☆はーどこあっ！,其他游戏,5,5.0,DX
11505,れっつ！みらくる☆はーどこあっ！,其他游戏,8,8.2,DX
11505,れっつ！みらくる☆はーどこあっ！,其他游戏,11+,11.8,DX
11505,れっつ！みらくる☆はーどこあっ！,其他游戏,13+,13.9,DX
11506,Blank Paper (Prod. TEMPLIME),流行&动漫,2,2.0,DX
11506,Blank Paper (Prod. TEMPLIME),流行&动漫,6,6.0,DX
11506,Blank Paper (Prod. TEMPLIME),流行&动漫,8+,8.7,DX
11506,Blank Paper (Prod. TEMPLIME),流行&动漫,12+,12.9,DX
11507,In my world (Prod. KOTONOHOUSE),流行&动漫,3,3.0,DX
11507,In my world (Prod. KOTONOHOUSE),流行&动漫,6,6.5,DX
11507,In my world (Prod. KOTONOHOUSE),流行&动漫,10,10.0,DX
11507,In my world (Prod. KOTONOHOUSE),流行&动漫,13,13.3,DX
11508,アイム・マイヒーロー,其他游戏,2,2.0,DX
11508,アイム・マイヒーロー,其他游戏,6,6.2,DX
11508,アイム・マイヒーロー,其他游戏,9,9.0,DX
11508,アイム・マイヒーロー,其他游戏,13,13.2,DX
11509,NightTheater,其他游戏,3,3.0,DX
11509,NightTheater,其他游戏,7+,7.8,DX
11509,NightTheater,其他游戏,11+,11.8,DX
11509,NightTheater,其他游戏,13+,13.9,DX
11510,キュートなカノジョ,niconico & VOCALOID,3,3.0,DX
11510,キュートなカノジョ,niconico & VOCALOID,6,6.8,DX
11510,キュートなカノジョ,niconico & VOCALOID,9+,9.8,DX
11510,キュートなカノジョ,niconico & VOCALOID,12+,12.8,DX
11511,へべれけジャンキー,niconico & VOCALOID,2,2.0,DX
11511,へべれけジャンキー,niconico & VOCALOID,6,6.2,DX
11511,へべれけジャンキー,niconico & VOCALOID,9+,9.7,DX
11511,へべれけジャンキー,niconico & VOCALOID,13,13.2,DX
11512,きゅうくらりん,niconico & VOCALOID,4,4.0,DX
11512,きゅうくらりん,niconico & VOCALOID,7,7.5,DX
11512,きゅうくらりん,niconico & VOCALOID,11+,11.6,DX
11512,きゅうくらりん,niconico & VOCALOID,13+,13.7,DX
11513,回る空うさぎ,niconico & VOCALOID,2,2.0,DX
11513,回る空うさぎ,niconico & VOCALOID,6,6.2,DX
11513,回る空うさぎ,niconico & VOCALOID,8,8.2,DX
11513,回る空うさぎ,niconico & VOCALOID,12,12.0,DX
11514,Lost Desire,其他游戏,3,3.0,DX
11514,Lost Desire,其他游戏,7+,7.8,DX
11514,Lost Desire,其他游戏,11+,11.7,DX
11514,Lost Desire,其他游戏,13+,13.8,DX
11516,Aegleseeker,其他游戏,5,5.0,DX
11516,Aegleseeker,其他游戏,8,8.5,DX
11516,Aegleseeker,其他游戏,12+,12.8,DX
11516,Aegleseeker,其他游戏,14,14.5,DX
11517,最強STRONGER,其他游戏,6,6.0,DX
11517,最強STRONGER,其他游戏,8+,8.7,DX
11517,最強STRONGER,其他游戏,12+,12.8,DX
11517,最強STRONGER,其他游戏,14,14.5,DX
11518,ボッカデラベリタ,niconico & VOCALOID,3,3.0,DX
11518,ボッカデラベリタ,niconico & VOCALOID,7,7.0,DX
11518,ボッカデラベリタ,niconico & VOCALOID,10,10.0,DX
11518,ボッカデラベリタ,niconico & VOCALOID,13,13.1,DX
11519,『んっあっあっ。』,niconico & VOCALOID,2,2.0,DX
11519,『んっあっあっ。』,niconico & VOCALOID,6,6.8,DX
11519,『んっあっあっ。』,niconico & VOCALOID,9,9.5,DX
11519,『んっあっあっ。』,niconico & VOCALOID,12+,12.8,DX
11520,独りんぼエンヴィー,niconico & VOCALOID,1,1.0,DX
11520,独りんぼエンヴィー,niconico & VOCALOID,6,6.5,DX
11520,独りんぼエンヴィー,niconico & VOCALOID,8,8.5,DX
11520,独りんぼエンヴィー,niconico & VOCALOID,12+,12.7,DX
11521,ロータスイーター,niconico & VOCALOID,2,2.0,DX
11521,ロータスイーター,niconico & VOCALOID,6,6.8,DX
11521,ロータスイーター,niconico & VOCALOID,9+,9.8,DX
11521,ロータスイーター,niconico & VOCALOID,13,13.3,DX
11523,ViRTUS,舞萌,6,6.0,DX
11523,ViRTUS,舞萌,9,9.0,DX
11523,ViRTUS,舞萌,13,13.2,DX
11523,ViRTUS,舞萌,14+,14.6,DX
11524,Alice's Suitcase,其他游戏,3,3.0,DX
11524,Alice's Suitcase,其他游戏,7+,7.7,DX
11524,Alice's Suitcase,其他游戏,10+,10.7,DX
11524,Alice's Suitcase,其他游戏,13+,13.7,DX
11525,ピュグマリオンの咒文,音击&中二节奏,4,4.0,DX
11525,ピュグマリオンの咒文,音击&中二节奏,7,7.2,DX
11525,ピュグマリオンの咒文,音击&中二节奏,10+,10.7,DX
11525,ピュグマリオンの咒文,音击&中二节奏,13+,13.8,DX
11526,トノサマビーム,舞萌,3,3.0,DX
11526,トノサマビーム,舞萌,7,7.0,DX
11526,トノサマビーム,舞萌,10,10.5,DX
11526,トノサマビーム,舞萌,12+,12.8,DX
11527,enchanted wanderer,舞萌,3,3.0,DX
11527,enchanted wanderer,舞萌,7,7.2,DX
11527,enchanted wanderer,舞萌,12,12.0,DX
11527,enchanted wanderer,舞萌,13+,13.8,DX
11528,Comet Panto Men!,舞萌,5,5.0,DX
11528,Comet Panto Men!,舞萌,7+,7.8,DX
11528,Comet Panto Men!,舞萌,12,12.0,DX
11528,Comet Panto Men!,舞萌,13+,13.9,DX
11529,ツムギボシ,舞萌,5,5.0,DX
11529,ツムギボシ,舞萌,7+,7.8,DX
11529,ツムギボシ,舞萌,11+,11.9,DX
11529,ツムギボシ,舞萌,13+,13.9,DX
11530,VeRForTe αRtE:VEiN,舞萌,6,6.0,DX
11530,VeRForTe αRtE:VEiN,舞萌,8,8.2,DX
11530,VeRForTe αRtE:VEiN,舞萌,12+,12.9,DX
11530,VeRForTe αRtE:VEiN,舞萌,14+,14.8,DX
11532,ヱデン,舞萌,3,3.0,DX
11532,ヱデン,舞萌,6,6.5,DX
11532,ヱデン,舞萌,9,9.0,DX
11532,ヱデン,舞萌,12+,12.8,DX
11533,にゃーにゃー冒険譚,舞萌,5,5.0,DX
11533,にゃーにゃー冒険譚,舞萌,8,8.2,DX
11533,にゃーにゃー冒険譚,舞萌,11,11.0,DX
11533,にゃーにゃー冒険譚,舞萌,13+,13.7,DX
11534,The Great Banquet,舞萌,4,4.0,DX
11534,The Great Banquet,舞萌,8,8.0,DX
11534,The Great Banquet,舞萌,11,11.5,DX
11534,The Great Banquet,舞萌,14,14.0,DX
11535,Redemption,舞萌,4,4.0,DX
11535,Redemption,舞萌,7+,7.8,DX
11535,Redemption,舞萌,11+,11.8,DX
11535,Redemption,舞萌,13+,13.9,DX
11536,Ether Second,舞萌,4,4.0,DX
11536,Ether Second,舞萌,7+,7.8,DX
11536,Ether Second,舞萌,11+,11.8,DX
11536,Ether Second,舞萌,13+,13.9,DX
11537,Straight into the lights,舞萌,4,4.0,DX
11537,Straight into the lights,舞萌,8,8.5,DX
11537,Straight into the lights,舞萌,12,12.5,DX
11537,Straight into the lights,舞萌,14+,14.8,DX
11538,アンバークロニクル,舞萌,5,5.0,DX
11538,アンバークロニクル,舞萌,7+,7.8,DX
11538,アンバークロニクル,舞萌,11,11.0,DX
11538,アンバークロニクル,舞萌,13,13.3,DX
11539,リフヴェイン,舞萌,3,3.0,DX
11539,リフヴェイン,舞萌,7,7.5,DX
11539,リフヴェイン,舞萌,10+,10.8,DX
11539,リフヴェイン,舞萌,13+,13.6,DX
11540,Kairos,舞萌,4,4.0,DX
11540,Kairos,舞萌,7+,7.8,DX
11540,Kairos,舞萌,11,11.2,DX
11540,Kairos,舞萌,13,13.5,DX
11541,宵の鳥,舞萌,4,4.0,DX
11541,宵の鳥,舞萌,7+,7.7,DX
11541,宵の鳥,舞萌,10+,10.7,DX
11541,宵の鳥,舞萌,13+,13.6,DX
11542,ここからはじまるプロローグ。 (Kanon Remix),舞萌,4,4.0,DX
11542,ここからはじまるプロローグ。 (Kanon Remix),舞萌,7,7.0,DX
11542,ここからはじまるプロローグ。 (Kanon Remix),舞萌,11+,11.8,DX
11542,ここからはじまるプロローグ。 (Kanon Remix),舞萌,13+,13.8,DX
11543,モ°ルモ°ル (MZK Skippin' Remix),舞萌,3,3.0,DX
11543,モ°ルモ°ル (MZK Skippin' Remix),舞萌,6,6.0,DX
11543,モ°ルモ°ル (MZK Skippin' Remix),舞萌,10+,10.9,DX
11543,モ°ルモ°ル (MZK Skippin' Remix),舞萌,13+,13.7,DX
11544,VERTeX (rintaro soma deconstructed remix),舞萌,5,5.0,DX
11544,VERTeX (rintaro soma deconstructed remix),舞萌,7+,7.8,DX
11544,VERTeX (rintaro soma deconstructed remix),舞萌,12+,12.8,DX
11544,VERTeX (rintaro soma deconstructed remix),舞萌,14+,14.6,DX
11545,隠密あんみつDX,舞萌,3,3.0,DX
11545,隠密あんみつDX,舞萌,7,7.0,DX
11545,隠密あんみつDX,舞萌,10+,10.7,DX
11545,隠密あんみつDX,舞萌,13,13.5,DX
11546,地球,舞萌,6,6.0,DX
11546,地球,舞萌,9,9.0,DX
11546,地球,舞萌,12+,12.8,DX
11546,地球,舞萌,14,14.3,DX
11547,Churros Parlor,舞萌,5,5.0,DX
11547,Churros Parlor,舞萌,7+,7.8,DX
11547,Churros Parlor,舞萌,12,12.5,DX
11547,Churros Parlor,舞萌,13+,13.8,DX
11548,超熊猫的周遊記（ワンダーパンダートラベラー）,舞萌,4,4.0,DX
11548,超熊猫的周遊記（ワンダーパンダートラベラー）,舞萌,7+,7.7,DX
11548,超熊猫的周遊記（ワンダーパンダートラベラー）,舞萌,12+,12.7,DX
11548,超熊猫的周遊記（ワンダーパンダートラベラー）,舞萌,14+,14.6,DX
11549,Trrricksters!!,音击&中二节奏,6,6.0,DX
11549,Trrricksters!!,音击&中二节奏,8,8.0,DX
11549,Trrricksters!!,音击&中二节奏,12+,12.8,DX
11549,Trrricksters!!,音击&中二节奏,14,14.3,DX
11550,FLUFFY FLASH,音击&中二节奏,6,6.0,DX
11550,FLUFFY FLASH,音击&中二节奏,8,8.5,DX
11550,FLUFFY FLASH,音击&中二节奏,12+,12.8,DX
11550,FLUFFY FLASH,音击&中二节奏,14,14.4,DX
11551,STARRED HEART,音击&中二节奏,3,3.0,DX
11551,STARRED HEART,音击&中二节奏,5,5.8,DX
11551,STARRED HEART,音击&中二节奏,9+,9.7,DX
11551,STARRED HEART,音击&中二节奏,12,12.5,DX
11552,Y.Y.Y.計画!!!!,音击&中二节奏,4,4.0,DX
11552,Y.Y.Y.計画!!!!,音击&中二节奏,7+,7.8,DX
11552,Y.Y.Y.計画!!!!,音击&中二节奏,10+,10.7,DX
11552,Y.Y.Y.計画!!!!,音击&中二节奏,13,13.3,DX
11553,Last Kingdom,音击&中二节奏,4,4.0,DX
11553,Last Kingdom,音击&中二节奏,7+,7.7,DX
11553,Last Kingdom,音击&中二节奏,12,12.5,DX
11553,Last Kingdom,音击&中二节奏,13+,13.8,DX
11554,LAMIA,音击&中二节奏,6,6.0,DX
11554,LAMIA,音击&中二节奏,8,8.0,DX
11554,LAMIA,音击&中二节奏,13,13.0,DX
11554,LAMIA,音击&中二节奏,14+,14.7,DX
11555,ヒバリ,流行&动漫,2,2.0,DX
11555,ヒバリ,流行&动漫,5,5.0,DX
11555,ヒバリ,流行&动漫,10+,10.7,DX
11555,ヒバリ,流行&动漫,13,13.4,DX
11556,"Hello, Hologram",流行&动漫,5,5.0,DX
11556,"Hello, Hologram",流行&动漫,7,7.2,DX
11556,"Hello, Hologram",流行&动漫,10,10.5,DX
11556,"Hello, Hologram",流行&动漫,13+,13.8,DX
11557,不機嫌なスリーカード,流行&动漫,3,3.0,DX
11557,不機嫌なスリーカード,流行&动漫,7,7.5,DX
11557,不機嫌なスリーカード,流行&动漫,10,10.5,DX
11557,不機嫌なスリーカード,流行&动漫,13,13.0,DX
11558,神っぽいな,niconico & VOCALOID,2,2.0,DX
11558,神っぽいな,niconico & VOCALOID,6,6.5,DX
11558,神っぽいな,niconico & VOCALOID,8+,8.7,DX
11558,神っぽいな,niconico & VOCALOID,11+,11.7,DX
11558,神っぽいな,niconico & VOCALOID,13,13.3,DX
11559,魔法少女とチョコレゐト,niconico & VOCALOID,3,3.0,DX
11559,魔法少女とチョコレゐト,niconico & VOCALOID,6,6.8,DX
11559,魔法少女とチョコレゐト,niconico & VOCALOID,9,9.5,DX
11559,魔法少女とチョコレゐト,niconico & VOCALOID,13,13.5,DX
11560,阿修羅ちゃん,流行&动漫,3,3.0,DX
11560,阿修羅ちゃん,流行&动漫,6,6.8,DX
11560,阿修羅ちゃん,流行&动漫,10,10.0,DX
11560,阿修羅ちゃん,流行&动漫,13,13.2,DX
11561,おとせサンダー,流行&动漫,3,3.0,DX
11561,おとせサンダー,流行&动漫,6,6.5,DX
11561,おとせサンダー,流行&动漫,9+,9.8,DX
11561,おとせサンダー,流行&动漫,11,11.5,DX
11561,おとせサンダー,流行&动漫,13+,13.7,DX
11562,ロウワー,niconico & VOCALOID,2,2.0,DX
11562,ロウワー,niconico & VOCALOID,6,6.0,DX
11562,ロウワー,niconico & VOCALOID,8+,8.8,DX
11562,ロウワー,niconico & VOCALOID,11,11.5,DX
11562,ロウワー,niconico & VOCALOID,13,13.5,DX
11563,キャットラビング,niconico & VOCALOID,2,2.0,DX
11563,キャットラビング,niconico & VOCALOID,6,6.5,DX
11563,キャットラビング,niconico & VOCALOID,8+,8.8,DX
11563,キャットラビング,niconico & VOCALOID,12+,12.8,DX
11564,リスペク風神,东方Project,3,3.0,DX
11564,リスペク風神,东方Project,6,6.8,DX
11564,リスペク風神,东方Project,10+,10.8,DX
11564,リスペク風神,东方Project,13+,13.7,DX
11565,Let you DIVE!,其他游戏,3,3.0,DX
11565,Let you DIVE!,其他游戏,7+,7.8,DX
11565,Let you DIVE!,其他游戏,11,11.5,DX
11565,Let you DIVE!,其他游戏,12+,12.8,DX
11566,Knight Rider,其他游戏,5,5.0,DX
11566,Knight Rider,其他游戏,8,8.5,DX
11566,Knight Rider,其他游戏,11,11.2,DX
11566,Knight Rider,其他游戏,13+,13.8,DX
11567,I’m Here (feat. Merry Kirk-Holmes),其他游戏,4,4.0,DX
11567,I’m Here (feat. Merry Kirk-Holmes),其他游戏,7,7.5,DX
11567,I’m Here (feat. Merry Kirk-Holmes),其他游戏,10,10.0,DX
11567,I’m Here (feat. Merry Kirk-Holmes),其他游戏,13,13.2,DX
11568,INTERNET OVERDOSE,其他游戏,4,4.0,DX
11568,INTERNET OVERDOSE,其他游戏,7,7.5,DX
11568,INTERNET OVERDOSE,其他游戏,10+,10.8,DX
11568,INTERNET OVERDOSE,其他游戏,13,13.5,DX
11569,魂のルフラン,流行&动漫,2,2.0,DX
11569,魂のルフラン,流行&动漫,6,6.5,DX
11569,魂のルフラン,流行&动漫,9,9.5,DX
11569,魂のルフラン,流行&动漫,12+,12.9,DX
11570,Shooting Shower～DANCE TIME(シンディ)～,其他游戏,4,4.0,DX
11570,Shooting Shower～DANCE TIME(シンディ)～,其他游戏,6,6.5,DX
11570,Shooting Shower～DANCE TIME(シンディ)～,其他游戏,9,9.0,DX
11570,Shooting Shower～DANCE TIME(シンディ)～,其他游戏,13,13.0,DX
11571,Lights of Muse,其他游戏,3,3.0,DX
11571,Lights of Muse,其他游戏,7,7.0,DX
11571,Lights of Muse,其他游戏,10,10.0,DX
11571,Lights of Muse,其他游戏,13,13.2,DX
11572,tape/stop/night,其他游戏,2,2.0,DX
11572,tape/stop/night,其他游戏,6,6.8,DX
11572,tape/stop/night,其他游戏,10,10.2,DX
11572,tape/stop/night,其他游戏,12+,12.8,DX
11573,Final Step!,其他游戏,4,4.0,DX
11573,Final Step!,其他游戏,7+,7.7,DX
11573,Final Step!,其他游戏,11,11.0,DX
11573,Final Step!,其他游戏,13+,13.8,DX
11574,The 90's Decision,其他游戏,3,3.0,DX
